ESIDNumber,Latitude,Longitude,eclipse_type,coverage,FirstContactDate,FirstContactTimeUTC,SecondContactTimeUTC,ThirdContactTimeUTC,FourthContactTimeUTC,TotalEclipseTimeUTC
585,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
586,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
587,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
588,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
589,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
590,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
591,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
592,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
593,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
594,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
595,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
596,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
597,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
598,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
599,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
600,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
601,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
602,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
603,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
604,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
605,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
606,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
607,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
608,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
609,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
610,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
611,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
612,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
613,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
614,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
615,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
616,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
617,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
618,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
619,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
620,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
621,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
622,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
623,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
624,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
625,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
626,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
627,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
628,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
629,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
630,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
631,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
632,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
633,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
634,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
635,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
636,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
637,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
638,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
639,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
640,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
641,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
642,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
643,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
644,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
645,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
646,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
647,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
648,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
649,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
650,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
651,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
652,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
653,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
654,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
655,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
656,40.10586,-88.2015,Partial,98.32,4/8/2024,17:47:59,0,0,20:20:38,19:05:12
657,37.48431,-89.089,Total,100,4/8/2024,17:42:44,18:59:10,19:03:11,20:18:05,19:01:10
658,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
659,38.44125,-90.1341,Partial,99.61,4/8/2024,17:42:40,0,0,20:17:15,19:00:37
660,37.62845,-89.0032,Total,100,4/8/2024,17:43:05,18:59:25,19:03:30,20:18:18,19:01:28
661,41.36841,-88.202,Partial,94.46,4/8/2024,17:49:51,0,0,20:21:04,19:06:20
662,39.31745,-89.747,Partial,98.01,4/8/2024,17:44:36,0,0,20:18:14,19:02:08
663,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
664,37.67213,-88.1794,Total,100,4/8/2024,17:44:25,19:01:08,19:04:26,20:19:25,19:02:47
665,39.77373,-87.0203,Total,100,4/8/2024,17:49:12,19:05:22,19:07:51,20:22:02,19:06:37
666,37.65459,-89.1693,Total,100,4/8/2024,17:42:52,18:59:10,19:03:18,20:18:05,19:01:14
667,37.57629,-88.9146,Total,100,4/8/2024,17:43:08,18:59:33,19:03:32,20:18:23,19:01:32
668,37.62061,-88.6159,Total,100,4/8/2024,17:43:40,19:00:09,19:03:57,20:18:49,19:02:03
669,37.72196,-89.2368,Total,100,4/8/2024,17:42:52,18:59:08,19:03:16,20:18:03,19:01:12
670,37.61979,-88.8876,Total,100,4/8/2024,17:43:15,18:59:37,19:03:38,20:18:27,19:01:38
671,37.4445,-89.2074,Total,100,4/8/2024,17:42:30,18:58:55,19:02:58,20:17:54,19:00:57
672,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
673,40.20544,-90.4037,Partial,94.14,4/8/2024,17:45:06,0,0,20:17:44,19:02:04
674,40.35665,-88.9752,Partial,96.27,4/8/2024,17:47:16,0,0,20:19:43,19:04:18
675,37.7226,-89.2305,Total,100,4/8/2024,17:42:53,18:59:09,19:03:17,20:18:03,19:01:13
676,38.1051,-90.0979,Total,100,4/8/2024,17:42:11,18:59:29,19:01:07,20:17:06,19:00:18
677,39.64256,-89.6587,Partial,97.22,4/8/2024,17:45:14,0,0,20:18:30,19:02:36
678,37.78371,-88.5227,Total,100,4/8/2024,17:44:03,19:00:24,19:04:20,20:19:02,19:02:22
679,41.78628,-87.9255,Partial,93.6,4/8/2024,17:50:50,0,0,20:21:32,19:07:06
680,37.95823,-88.6507,Total,100,4/8/2024,17:44:07,19:00:18,19:04:25,20:18:58,19:02:22
681,37.67215,-89.2631,Total,100,4/8/2024,17:42:45,18:59:02,19:03:11,20:17:59,19:01:07
682,40.55217,-89.6416,Partial,94.47,4/8/2024,17:46:40,0,0,20:18:54,19:03:31
683,39.00586,-87.7389,Total,100,4/8/2024,17:47:02,19:02:59,19:06:39,20:20:45,19:04:49
684,37.7246,-89.2454,Total,100,4/8/2024,17:42:52,18:59:07,19:03:16,20:18:02,19:01:12
685,37.83484,-89.3815,Total,100,4/8/2024,17:42:50,18:59:06,19:03:07,20:17:55,19:01:06
686,37.77625,-89.378,Total,100,4/8/2024,17:42:45,18:59:01,19:03:05,20:17:53,19:01:03
687,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
688,40.53005,-90.2607,Partial,93.39,4/8/2024,17:45:48,0,0,20:18:03,19:02:36
689,37.52483,-88.8577,Total,100,4/8/2024,17:43:09,18:59:38,19:03:31,20:18:26,19:01:34
690,37.63287,-89.2328,Total,100,4/8/2024,17:42:45,18:59:02,19:03:11,20:18:00,19:01:07
691,39.79936,-89.6436,Partial,96.78,4/8/2024,17:45:29,0,0,20:18:36,19:02:47
692,41,-87,Partial,97.64,4/8/2024,17:50:58,0,0,20:22:30,19:07:44
693,37.61196,-89.2399,Total,100,4/8/2024,17:42:42,18:59:00,19:03:09,20:17:58,19:01:05
694,40.63586,-89.5118,Partial,94.44,4/8/2024,17:46:58,0,0,20:19:06,19:03:47
695,38.02764,-89.0128,Total,100,4/8/2024,17:43:41,18:59:52,19:03:54,20:18:32,19:01:53
696,40.86539,-90.3474,Partial,92.17,4/8/2024,17:46:13,0,0,20:18:03,19:02:48
697,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
698,42.5542,-90.6961,Partial,86.14,4/8/2024,17:48:29,0,0,20:18:00,19:03:53
699,40.72644,-89.5041,Partial,94.17,4/8/2024,17:47:07,0,0,20:19:09,19:03:53
700,37.71174,-89.2772,Total,100,4/8/2024,17:42:48,18:59:04,19:03:12,20:17:59,19:01:08
701,39.17556,-89.5022,Partial,98.79,4/8/2024,17:44:43,0,0,20:18:30,19:02:21
702,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
703,37.71623,-89.2283,Total,100,4/8/2024,17:42:53,18:59:08,19:03:17,20:18:03,19:01:13
704,39.7379,-90.4375,Partial,95.52,4/8/2024,17:44:18,0,0,20:17:29,19:01:32
705,40.69299,-89.7884,Partial,93.75,4/8/2024,17:46:41,0,0,20:18:45,19:03:27
706,37.45517,-89.2612,Total,100,4/8/2024,17:42:26,18:58:50,19:02:55,20:17:50,19:00:52
707,37.70528,-89.3763,Total,100,4/8/2024,17:42:38,18:58:55,19:03:02,20:17:51,19:00:58
708,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
709,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
710,40.69459,-89.5904,Partial,94.11,4/8/2024,17:46:57,0,0,20:19:01,19:03:44
711,41.91337,-88.3156,Partial,92.51,4/8/2024,17:50:31,0,0,20:21:03,19:06:39
712,38.25294,-88.8548,Total,100,4/8/2024,17:44:15,19:00:25,19:04:18,20:18:53,19:02:22
713,40.56619,-89.5848,Partial,94.53,4/8/2024,17:46:46,0,0,20:18:59,19:03:37
714,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
715,37.71448,-88.8388,Total,100,4/8/2024,17:43:28,18:59:46,19:03:50,20:18:34,19:01:49
716,37.72528,-89.2167,Total,100,4/8/2024,17:42:54,18:59:10,19:03:18,20:18:04,19:01:14
717,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
718,40.68258,-89.5438,Partial,94.24,4/8/2024,17:47:00,0,0,20:19:05,19:03:47
719,40.70346,-89.4037,Partial,94.43,4/8/2024,17:47:13,0,0,20:19:16,19:04:01
720,38.1051,-90.0979,Total,100,4/8/2024,17:42:11,18:59:29,19:01:07,20:17:06,19:00:18
721,38.40348,-90.1091,Partial,99.72,4/8/2024,17:42:39,0,0,20:17:16,19:00:37
722,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
723,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
724,37.60776,-89.2388,Total,100,4/8/2024,17:42:42,18:59:00,19:03:09,20:17:58,19:01:04
725,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
726,38.54339,-89.0925,Total,100,4/8/2024,17:44:21,19:00:57,19:03:40,20:18:43,19:02:18
727,40.42623,-90.0291,Partial,94.15,4/8/2024,17:45:57,0,0,20:18:20,19:02:50
728,38.91429,-90.0384,Partial,98.63,4/8/2024,17:43:33,0,0,20:17:38,19:01:16
729,41.44734,-88.7624,Partial,93.22,4/8/2024,17:49:13,0,0,20:20:21,19:05:37
730,40.73498,-89.5552,Partial,94.05,4/8/2024,17:47:04,0,0,20:19:05,19:03:49
731,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
732,37.24242,-89.1192,Total,100,4/8/2024,17:42:19,18:59:01,19:02:42,20:17:53,19:00:51
733,37.68828,-89.1277,Total,100,4/8/2024,17:42:59,18:59:16,19:03:24,20:18:10,19:01:20
734,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
735,37.67178,-89.261,Total,100,4/8/2024,17:42:46,18:59:02,19:03:11,20:17:59,19:01:07
736,37.71765,-89.2346,Total,100,4/8/2024,17:42:52,18:59:08,19:03:16,20:18:03,19:01:12
737,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
738,37.72284,-89.3517,Total,100,4/8/2024,17:42:42,18:58:58,19:03:05,20:17:53,19:01:02
739,37.72528,-89.2167,Total,100,4/8/2024,17:42:54,18:59:10,19:03:18,20:18:04,19:01:14
740,37.75332,-89.0672,Total,100,4/8/2024,17:43:11,18:59:26,19:03:34,20:18:17,19:01:30
741,37.71643,-89.3765,Total,100,4/8/2024,17:42:39,18:58:56,19:03:02,20:17:51,19:00:59
742,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
743,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
744,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
745,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
746,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
747,37.67464,-89.2656,Total,100,4/8/2024,17:42:45,18:59:02,19:03:11,20:17:58,19:01:06
748,38.61252,-90.3128,Partial,98.97,4/8/2024,17:42:41,0,0,20:17:06,19:00:32
749,40.609,-89.37,Partial,94.78,4/8/2024,17:47:07,0,0,20:19:17,19:03:58
750,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
751,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
752,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
753,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
754,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
755,29.67675,-98.62011,Total,100,4/8/2024,17:14:42,18:33:00,18:35:54,19:55:47,18:34:27
756,32.783939,-96.585562,Total,100,4/8/2024,17:23:31,18:40:51,18:44:57,20:02:55,18:42:54
757,29.68731,-98.35259,Total,100,4/8/2024,17:15:07,18:34:10,18:35:41,19:56:14,18:34:55
758,29.55279,-98.74542,Total,100,4/8/2024,17:14:17,18:32:36,18:35:28,19:55:25,18:34:02
759,28.7111,-100.46128,Total,100,4/8/2024,17:10:11,18:27:30,18:31:53,19:51:22,18:29:41
760,29.38291,-100.92381,Total,100,4/8/2024,17:10:52,18:28:30,18:31:43,19:51:31,18:30:07
761,28.85925,-100.52555,Total,100,4/8/2024,17:10:23,18:27:37,18:32:04,19:51:28,18:29:51
762,30.386361,-98.860931,Total,100,4/8/2024,17:15:43,18:33:03,18:37:28,19:56:20,18:35:16
763,30.19588,-98.83707,Total,100,4/8/2024,17:15:23,18:32:48,18:37:09,19:56:08,18:34:59
764,30.493044,-98.832651,Total,100,4/8/2024,17:15:57,18:33:17,18:37:42,19:56:31,18:35:29
765,28.15207,-96.98014,Partial,93.52,4/8/2024,17:14:23,0,0,19:56:12,18:34:36
766,27.629903,-97.30516,Partial,92.88,4/8/2024,17:12:55,0,0,19:54:53,18:33:07
767,28.46769,-96.49708,Partial,93.19,4/8/2024,17:15:45,0,0,19:57:26,18:35:59
768,23.3051,-106.4938,Total,100,4/8/2024,16:51:23,18:07:28,18:11:35,19:32:02,18:09:32
769,45.4960044,-70.8933287,Total,100,4/8/2024,18:17:54,19:28:41,19:32:09,20:38:55,19:30:26
770,40.6855659,-82.6175365,Total,100,4/8/2024,17:56:57,19:12:06,19:15:20,20:27:39,19:13:43
771,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
772,40.398417,-82.416478,Total,100,4/8/2024,17:56:55,19:13:17,19:14:18,20:27:47,19:13:48
773,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
774,42.078318,-82.493286,Total,100,4/8/2024,17:58:46,19:13:46,19:15:55,20:28:07,19:14:51
775,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
776,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
777,34.75964,-92.31847,Total,100,4/8/2024,17:33:25,18:51:22,18:54:03,20:11:25,18:52:43
778,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
779,40.3737,-82.4061,Total,100,4/8/2024,17:56:54,19:13:37,19:13:57,20:27:47,19:13:47
780,38.013494,-87.551665,Total,100,4/8/2024,17:45:53,19:02:30,19:05:41,20:20:27,19:04:06
781,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
782,41.319283,-80.831393,Total,100,4/8/2024,18:00:21,19:15:23,19:17:53,20:29:47,19:16:38
783,29.5769118,-98.5677935,Total,100,4/8/2024,17:14:35,18:33:17,18:35:27,19:55:44,18:34:22
784,43.97089,-69.21483,Partial,96.63,4/8/2024,18:19:26,0,0,20:40:26,19:32:07
785,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
786,41.40948,-81.41458,Total,100,4/8/2024,17:59:35,19:14:06,19:17:40,20:29:11,19:15:53
787,41.54538,-81.63241,Total,100,4/8/2024,17:59:24,19:13:46,19:17:35,20:28:58,19:15:41
788,41.36953,-81.60655,Total,100,4/8/2024,17:59:15,19:13:46,19:17:25,20:28:58,19:15:36
789,37.608069,-89.244389,Total,100,4/8/2024,17:42:41,18:59:00,19:03:08,20:17:58,19:01:04
790,42.52785,-78.60831,Total,100,4/8/2024,18:04:53,19:18:37,19:21:58,20:32:18,19:20:18
791,39.39719,-96.73761,Partial,83.82,4/8/2024,17:35:42,0,0,20:07:58,18:51:49
792,28.53463,-99.88162,Total,100,4/8/2024,17:10:40,18:28:50,18:31:51,19:52:05,18:30:21
793,39.7486,-84.91857,Total,100,4/8/2024,17:52:18,19:07:48,19:11:32,20:24:37,19:09:40
794,39.806336,-84.9721271,Total,100,4/8/2024,17:52:17,19:07:43,19:11:34,20:24:35,19:09:39
795,39.836701,-84.838096,Total,100,4/8/2024,17:52:32,19:07:58,19:11:46,20:24:45,19:09:52
796,39.863,-84.872874,Total,100,4/8/2024,17:52:31,19:07:54,19:11:46,20:24:43,19:09:50
797,40.61,-89.37,Partial,94.78,4/8/2024,17:47:07,0,0,20:19:17,19:03:58
798,37.71831,-88.1858,Total,100,4/8/2024,17:44:28,19:01:06,19:04:32,20:19:26,19:02:49
799,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
800,30.378841,-97.846125,Total,100,4/8/2024,17:17:10,18:35:28,18:38:24,19:57:59,18:36:56
801,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
802,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
803,37.53652,-89.2003,Total,100,4/8/2024,17:42:39,18:59:00,19:03:07,20:17:58,19:01:03
804,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
805,42.163707,-83.643623,Partial,99.12,4/8/2024,17:57:14,0,0,20:26:50,19:13:20
806,39.755444,-84.352028,Total,100,4/8/2024,17:53:10,19:08:59,19:12:02,20:25:18,19:10:30
807,37.38289,-77.49917,Partial,82.45,4/8/2024,18:02:08,0,0,20:31:32,19:18:45
808,44.4778,-72.9859,Total,100,4/8/2024,18:14:28,19:26:21,19:29:28,20:37:26,19:27:55
809,41.42537,-81.16001,Total,100,4/8/2024,17:59:59,19:14:34,19:17:56,20:29:28,19:16:15
810,43.0127407,-88.3086583,Partial,88.93,4/8/2024,17:52:09,0,0,20:21:15,19:07:34
811,43.0111923,-88.3156509,Partial,88.93,4/8/2024,17:52:09,0,0,20:21:15,19:07:34
812,38.914312,-95.22715,Partial,88.46,4/8/2024,17:36:38,0,0,20:10:05,18:53:29
813,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
814,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
815,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
816,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
817,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
818,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
819,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
820,43.647154,-79.498159,Partial,99.82,4/8/2024,18:04:43,0,0,20:31:28,19:19:41
821,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
822,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
823,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
824,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
825,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
826,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
827,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
828,42.51349,-72.4854,Partial,94.77,4/8/2024,18:13:58,0,0,20:37:54,19:28:02
829,41.014259,-73.872704,Partial,90.88,4/8/2024,18:10:54,0,0,20:36:30,19:25:47
830,39.93093,-83.86388,Total,100,4/8/2024,17:54:08,19:09:58,19:12:44,20:25:57,19:11:21
831,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
832,44.6344825,-75.6129557,Total,100,4/8/2024,18:10:58,19:23:32,19:26:12,20:35:08,19:24:52
833,30.22784,-97.89896,Total,100,4/8/2024,17:16:49,18:35:22,18:37:50,19:57:42,18:36:36
834,30.148453,-97.861088,Total,100,4/8/2024,17:16:43,18:35:40,18:37:23,19:57:40,18:36:32
835,39.56209,-84.74814,Total,100,4/8/2024,17:52:19,19:08:13,19:11:19,20:24:45,19:09:46
836,40.2268622,-82.9787107,Total,100,4/8/2024,17:55:51,19:11:52,19:13:51,20:27:05,19:12:52
837,39.81412,-84.36908,Total,100,4/8/2024,17:53:13,19:08:54,19:12:09,20:25:18,19:10:32
838,45.26248137,-69.17431401,Total,100,4/8/2024,18:20:03,19:31:19,19:33:12,20:40:16,19:32:16
839,45.177662,-72.71201,Total,100,4/8/2024,18:15:17,19:26:39,19:30:04,20:37:33,19:28:22
840,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
841,45.52347,-73.56863,Total,100,4/8/2024,18:14:23,19:26:53,19:28:01,20:36:46,19:27:27
842,29.8577,-98.1949,Total,100,4/8/2024,17:15:40,18:34:36,18:36:22,19:56:44,18:35:29
843,44.7284033,-72.7542825,Total,100,4/8/2024,18:14:56,19:26:32,19:29:56,20:37:35,19:28:14
844,32.20162,-97.02453,Total,100,4/8/2024,17:21:48,18:39:06,18:43:25,20:01:34,18:41:16
845,38.640373,-89.097176,Total,100,4/8/2024,17:44:29,19:01:18,19:03:30,20:18:46,19:02:24
846,23.2487036,-106.449954,Total,100,4/8/2024,16:51:19,18:07:22,18:11:36,19:32:01,18:09:29
847,43.0539,-79.13847,Total,100,4/8/2024,18:04:38,19:18:06,19:21:37,20:31:49,19:19:52
848,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
849,41.60848,-82.68669,Total,100,4/8/2024,17:57:56,19:12:31,19:16:01,20:27:49,19:14:16
850,30.44139,-99.80474,Total,100,4/8/2024,17:14:30,18:32:13,18:35:22,19:54:50,18:33:47
851,44.45806,-73.1975,Total,100,4/8/2024,18:14:09,19:26:03,19:29:16,20:37:15,19:27:40
852,33.12911,-96.06161,Total,100,4/8/2024,17:24:55,18:42:11,18:46:22,20:04:08,18:44:17
853,41.07831,-81.53961,Total,100,4/8/2024,17:59:01,19:14:04,19:16:55,20:28:58,19:15:30
854,41.0821,-81.54366,Total,100,4/8/2024,17:59:01,19:14:04,19:16:56,20:28:57,19:15:30
855,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
856,39.283695,-86.762197,Total,100,4/8/2024,17:48:53,19:04:32,19:08:32,20:22:08,19:06:32
857,37.927988,-88.686035,Total,100,4/8/2024,17:44:01,19:00:13,19:04:20,20:18:55,19:02:16
858,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
859,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
860,38.14622,-84.68091,Partial,97.3,4/8/2024,17:50:36,0,0,20:24:07,19:08:36
861,40.7030809,-81.9932044,Total,100,4/8/2024,17:57:55,19:13:36,19:15:37,20:28:21,19:14:37
862,40.7270198,-81.9699569,Total,100,4/8/2024,17:57:59,19:13:36,19:15:43,20:28:23,19:14:40
863,44.773181,-71.128097,Total,100,4/8/2024,18:17:11,19:29:00,19:31:10,20:38:53,19:30:05
864,29.378005,-99.27359,Total,100,4/8/2024,17:13:11,18:30:57,18:34:45,19:54:18,18:32:51
865,32.5413804,-97.2668452,Total,100,4/8/2024,17:22:05,18:39:40,18:43:08,20:01:34,18:41:24
866,31.0334071,-97.9066345,Total,100,4/8/2024,17:18:19,18:35:45,18:40:06,19:58:44,18:37:55
867,40.1741,-75.26777,Partial,89.59,4/8/2024,18:08:05,0,0,20:35:01,19:23:34
868,92.1725,-34.459,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,17:31:18
